# ThriveSpace Synthetic Wellness & Burnout Prototype Dataset
# NOTICE: This dataset is synthetic and is used only to demonstrate the machine-learning pipeline.
# Model results must not be interpreted as clinical or diagnostic evidence.
# Target: 0 = Low Risk, 1 = Moderate Risk, 2 = Elevated Risk
sleep_hours,work_study_hours,stress_level,physical_activity_minutes,mood_rating,journal_sentiment,negative_emotion_frequency,synthetic_risk_index,risk_class
5.4,7.0,7,0.0,3,0.285,0.329,49.1,1
5.4,7.8,6,8.0,2,0.115,0.42,49.3,1
8.1,9.5,5,24.0,3,0.255,0.264,39.3,1
9.5,8.5,2,52.0,5,0.531,0.0,10.0,0
6.2,8.0,6,37.0,3,0.379,0.39,40.2,1
8.2,5.4,3,53.0,4,0.259,0.0,14.9,0
9.1,8.5,2,31.0,5,0.567,0.0,14.0,0
6.2,11.3,10,33.0,1,-0.569,0.751,74.8,2
7.5,6.3,2,50.0,5,0.582,0.0,8.3,0
6.4,9.5,5,38.0,3,0.048,0.251,41.1,1
7.5,7.9,9,31.0,2,-0.408,0.517,54.6,1
5.3,13.1,10,0.0,1,-0.709,0.71,84.0,2
8.8,6.9,2,40.0,4,0.636,0.0,14.8,0
5.2,12.8,7,1.0,2,-0.55,0.658,71.0,2
6.7,8.3,9,23.0,2,-0.522,0.656,61.5,1
7.2,10.3,4,11.0,3,-0.271,0.101,39.3,1
6.0,9.9,8,11.0,2,-0.07,0.523,60.8,1
8.3,6.1,4,28.0,5,0.579,0.0,18.5,0
6.0,6.2,6,44.0,2,-0.341,0.466,46.5,1
4.7,10.4,8,1.0,2,-0.057,0.511,68.7,2
8.5,8.3,6,27.0,3,-0.28,0.37,37.9,1
5.6,10.3,8,22.0,3,-0.165,0.389,58.0,1
5.5,2.0,3,49.0,4,0.378,0.0,24.5,0
5.8,6.8,7,34.0,3,-0.119,0.391,44.5,1
5.4,11.3,8,27.0,2,-0.296,0.519,71.2,2
5.5,8.2,4,25.0,4,0.376,0.101,35.7,1
7.7,7.5,1,29.0,4,0.623,0.0,14.2,0
6.1,11.4,9,12.0,2,-0.262,0.565,67.5,2
6.8,8.4,6,16.0,2,-0.106,0.407,50.0,1
8.4,3.3,1,49.0,5,0.754,0.0,2.4,0
8.9,6.8,3,58.0,4,0.356,0.05,14.7,0
5.5,10.9,7,13.0,2,-0.42,0.493,70.2,2
5.9,6.3,6,12.0,4,0.19,0.329,40.5,1
8.7,4.8,4,42.0,4,0.457,0.0,17.9,0
7.6,5.5,4,16.0,5,0.77,0.0,15.4,0
6.0,9.3,4,0.0,4,0.159,0.0,39.7,1
10.1,4.6,4,58.0,5,0.601,0.0,13.5,0
6.5,7.8,5,24.0,3,0.034,0.225,39.4,1
8.5,3.8,4,54.0,5,0.819,0.0,9.6,0
5.9,6.6,5,41.0,3,0.438,0.258,37.1,1
3.0,11.7,8,3.0,1,-0.279,0.605,85.3,2
8.3,5.0,2,29.0,4,0.399,0.0,17.2,0
8.4,5.1,4,40.0,5,0.234,0.0,15.2,0
8.5,6.6,3,27.0,3,0.15,0.0,27.0,0
7.8,5.0,2,42.0,4,0.156,0.0,12.9,0
6.0,7.7,5,29.0,4,0.491,0.064,31.5,0
3.3,10.2,9,14.0,1,-0.567,0.722,82.9,2
6.5,8.4,4,30.0,2,-0.566,0.383,49.4,1
6.8,7.3,7,0.0,3,0.03,0.512,51.6,1
4.0,10.6,8,0.0,2,-0.67,0.705,76.7,2
7.4,5.2,4,52.0,5,0.561,0.002,11.3,0
5.1,10.4,8,7.0,1,-0.37,0.804,76.7,2
7.6,3.5,3,59.0,4,0.379,0.0,12.6,0
6.5,8.9,5,8.0,3,-0.002,0.155,44.7,1
8.5,7.2,4,38.0,4,0.62,0.177,24.5,0
5.9,6.2,4,34.0,2,-0.215,0.268,40.6,1
5.7,11.4,7,0.0,1,-0.763,0.754,71.9,2
6.6,7.3,5,54.0,4,0.189,0.113,28.8,0
3.5,9.4,8,16.0,2,-0.434,0.52,70.8,2
5.2,8.3,5,30.0,3,-0.071,0.296,47.0,1
6.6,8.6,7,25.0,4,0.184,0.259,42.5,1
5.6,10.1,8,1.0,2,-0.091,0.505,65.2,1
5.6,11.0,8,22.0,1,-0.759,0.612,72.2,2
8.6,6.3,2,65.0,4,0.314,0.0,13.1,0
5.4,11.2,7,0.0,3,0.066,0.417,59.3,1
8.5,7.9,3,26.0,4,0.33,0.002,23.1,0
7.4,7.1,2,55.0,5,0.561,0.0,12.9,0
5.0,11.7,9,0.0,1,-0.646,0.798,82.3,2
7.4,5.5,5,51.0,5,0.464,0.024,19.4,0
6.2,9.9,9,0.0,1,-0.162,0.672,72.8,2
8.3,6.3,6,25.0,4,0.173,0.248,30.4,0
9.7,6.2,1,56.0,5,0.653,0.0,5.5,0
5.0,11.0,8,33.0,3,-0.267,0.41,59.9,1
8.5,5.7,6,0.0,4,0.293,0.333,31.7,0
7.3,5.3,5,7.0,5,0.856,0.056,20.3,0
3.7,11.3,10,11.0,2,-0.142,0.728,80.1,2
7.2,12.6,7,0.0,2,-0.252,0.416,59.6,1
6.9,10.4,4,16.0,3,0.039,0.309,44.7,1
5.6,8.8,7,43.0,2,-0.174,0.499,52.1,1
7.9,6.1,3,40.0,4,0.325,0.084,16.6,0
9.1,5.7,3,37.0,4,0.334,0.024,16.4,0
3.7,13.0,7,36.0,2,-0.418,0.458,72.2,2
3.4,9.4,9,0.0,1,-0.727,0.809,83.0,2
6.3,7.2,4,33.0,4,0.62,0.0,27.6,0
8.7,6.3,4,57.0,4,0.015,0.091,20.2,0
7.7,6.9,3,13.0,3,0.349,0.0,25.7,0
8.8,9.2,5,37.0,3,0.177,0.227,33.2,0
6.7,6.9,6,11.0,4,0.352,0.147,35.4,1
3.4,10.9,8,25.0,2,-0.254,0.595,70.0,2
7.1,8.4,6,25.0,4,0.338,0.206,35.6,1
10.1,4.3,4,45.0,4,0.672,0.158,17.6,0
5.4,12.6,9,33.0,2,-0.146,0.534,69.1,2
6.8,5.3,2,42.0,4,0.309,0.0,15.9,0
6.7,6.7,3,14.0,3,-0.265,0.0,39.3,1
6.9,8.9,5,47.0,3,-0.029,0.11,36.5,1
5.0,9.6,8,0.0,3,0.215,0.498,60.2,1
7.4,4.3,3,61.0,3,0.049,0.0,20.4,0
4.3,11.0,8,3.0,1,-0.715,0.679,81.2,2
3.4,12.3,8,4.0,1,-0.52,0.698,83.2,2
6.5,7.6,8,31.0,4,0.454,0.246,39.9,1
7.0,7.1,4,44.0,5,0.543,0.04,22.7,0
6.3,11.9,5,9.0,2,-0.323,0.302,60.2,1
5.8,11.7,8,5.0,2,-0.064,0.564,71.1,2
4.9,13.5,4,2.0,2,-0.305,0.435,63.3,1
5.6,6.7,6,30.0,4,0.185,0.215,35.6,1
7.6,7.8,7,35.0,3,-0.167,0.366,41.8,1
3.2,10.4,7,15.0,2,-0.466,0.596,72.5,2
7.1,7.3,5,17.0,4,0.148,0.264,33.5,0
3.7,11.7,8,4.0,1,-0.338,0.781,81.5,2
5.5,11.9,9,26.0,1,-0.709,0.807,77.1,2
9.4,4.8,3,37.0,4,0.353,0.0,15.5,0
4.2,11.3,8,16.0,2,-0.339,0.632,71.7,2
6.7,7.5,6,0.0,3,0.227,0.32,42.7,1
7.2,11.3,4,15.0,3,0.249,0.056,43.6,1
6.3,9.2,4,13.0,3,0.145,0.157,40.5,1
6.7,6.4,6,42.0,3,0.069,0.176,35.4,1
3.5,11.2,7,40.0,3,0.216,0.506,63.3,1
5.2,9.0,8,0.0,1,-0.288,0.48,72.5,2
6.2,4.4,7,26.0,3,-0.09,0.409,45.1,1
6.6,6.9,6,43.0,3,-0.488,0.38,43.8,1
5.7,9.0,9,0.0,1,-0.573,0.922,78.4,2
8.5,4.2,4,49.0,5,0.292,0.002,12.8,0
7.2,8.0,4,27.0,5,0.926,0.0,20.7,0
6.8,7.2,4,72.0,4,0.135,0.016,19.7,0
4.6,12.6,10,0.0,2,-0.12,0.79,81.7,2
6.0,12.7,10,47.0,3,-0.115,0.659,65.9,1
3.3,11.4,10,31.0,3,-0.216,0.694,74.6,2
4.5,11.7,6,25.0,2,-0.23,0.378,62.7,1
3.4,11.6,10,0.0,2,0.114,0.786,84.8,2
7.8,5.6,1,40.0,5,0.46,0.0,0.5,0
5.8,8.7,5,45.0,4,0.456,0.21,35.8,1
8.3,4.9,2,44.0,5,0.205,0.0,7.1,0
8.3,4.4,1,57.0,4,0.173,0.0,10.0,0
4.6,14.4,8,28.0,2,-0.105,0.535,75.8,2
7.5,5.8,5,0.0,2,-0.253,0.383,41.1,1
5.5,6.8,7,5.0,4,0.237,0.261,45.9,1
5.6,12.4,7,2.0,2,-0.278,0.456,68.2,2
7.1,7.3,6,14.0,3,0.198,0.311,42.4,1
5.8,12.6,8,10.0,2,-0.286,0.54,66.8,1
3.7,11.4,9,0.0,1,-0.81,0.592,84.9,2
6.4,9.9,7,15.0,3,-0.205,0.403,53.3,1
7.9,5.9,2,56.0,4,0.71,0.0,12.4,0
5.4,8.6,5,12.0,3,0.189,0.188,45.3,1
8.5,5.5,3,58.0,3,0.036,0.14,19.9,0
5.3,8.2,4,32.0,4,0.817,0.038,32.9,0
6.3,6.9,7,51.0,3,-0.196,0.367,41.2,1
5.0,11.1,6,19.0,2,-0.195,0.55,63.2,1
8.0,8.9,3,35.0,2,-0.288,0.089,35.2,1
7.2,4.4,3,27.0,4,0.359,0.0,20.3,0
6.8,11.5,5,38.0,4,0.529,0.005,35.2,1
3.0,12.2,9,7.0,2,-0.492,0.667,83.9,2
6.7,8.6,4,45.0,2,0.082,0.221,39.0,1
7.9,5.8,1,49.0,3,-0.215,0.0,15.8,0
6.0,10.3,6,65.0,3,-0.065,0.355,44.3,1
4.8,11.4,9,18.0,2,-0.273,0.685,72.6,2
8.7,4.8,2,34.0,4,0.204,0.081,16.6,0
10.0,7.6,3,90.0,5,0.645,0.008,9.6,0
7.7,6.6,7,25.0,3,0.54,0.379,36.6,1
4.9,11.1,9,22.0,3,-0.494,0.499,64.6,1
5.1,12.4,7,42.0,3,-0.078,0.38,58.8,1
7.7,7.9,6,8.0,1,-0.649,0.506,54.9,1
8.2,7.7,5,29.0,2,-0.63,0.415,42.2,1
5.6,9.9,9,0.0,2,-0.409,0.612,70.2,2
8.4,6.9,6,46.0,4,0.529,0.266,24.5,0
5.9,11.0,7,19.0,2,-0.201,0.705,64.8,1
5.8,12.2,7,24.0,1,-0.487,0.611,69.9,2
4.1,10.2,9,21.0,3,0.166,0.511,69.0,2
4.9,9.3,4,30.0,3,0.038,0.247,44.8,1
5.7,9.1,6,21.0,4,0.289,0.194,43.5,1
7.2,4.4,5,50.0,3,-0.023,0.254,29.9,0
8.0,6.7,7,5.0,4,0.277,0.311,36.8,1
6.2,10.5,8,14.0,2,-0.244,0.552,62.9,1
7.4,8.4,7,36.0,3,0.042,0.241,42.5,1
7.4,6.7,3,58.0,3,0.649,0.091,21.1,0
5.6,8.0,5,11.0,3,-0.099,0.134,45.3,1
5.9,8.3,4,31.0,3,0.186,0.247,38.5,1
6.6,4.1,5,75.0,5,0.402,0.186,21.2,0
6.3,7.9,5,29.0,2,-0.09,0.355,45.3,1
7.8,3.4,3,22.0,4,0.107,0.0,17.5,0
6.0,5.6,6,26.0,3,-0.118,0.372,40.8,1
6.4,7.0,6,55.0,3,-0.08,0.194,41.2,1
7.3,6.3,3,46.0,5,0.75,0.0,14.1,0
6.7,6.4,5,31.0,3,0.28,0.202,36.3,1
8.0,6.7,2,70.0,3,-0.274,0.0,18.8,0
4.8,12.0,8,9.0,2,-0.295,0.678,74.1,2
6.3,6.5,6,18.0,3,-0.12,0.182,44.6,1
8.3,8.0,2,58.0,4,0.264,0.0,15.3,0
4.6,10.9,8,0.0,1,-0.862,0.629,81.2,2
4.8,12.2,8,0.0,2,-0.425,0.581,75.7,2
7.2,5.8,2,36.0,5,0.184,0.0,12.7,0
5.7,11.3,10,16.0,1,-0.894,0.75,82.1,2
7.5,8.1,3,55.0,4,0.06,0.0,20.8,0
8.1,4.9,3,48.0,5,0.776,0.0,10.2,0
6.6,8.4,5,28.0,3,-0.356,0.145,39.1,1
6.3,5.3,5,15.0,3,0.032,0.393,41.5,1
8.1,5.7,5,33.0,4,0.346,0.153,24.8,0
5.8,12.3,8,7.0,1,-0.692,0.462,77.1,2
7.2,6.9,5,32.0,3,0.108,0.199,36.4,1
9.8,10.6,4,38.0,2,-0.38,0.274,41.9,1
5.1,12.0,7,28.0,1,-0.756,0.651,76.4,2
8.4,5.2,3,67.0,4,0.349,0.116,17.6,0
8.7,7.0,5,46.0,4,0.21,0.044,24.5,0
6.0,7.4,5,41.0,3,-0.101,0.268,43.6,1
6.2,6.7,4,13.0,4,0.335,0.046,30.0,0
5.2,10.8,5,0.0,3,0.184,0.267,54.9,1
4.6,9.4,9,15.0,3,-0.171,0.508,65.7,1
4.2,10.4,8,19.0,2,-0.112,0.559,68.2,2
8.3,6.4,2,21.0,4,0.514,0.0,16.5,0
7.1,6.6,2,24.0,4,-0.006,0.0,22.4,0
8.4,5.5,1,47.0,4,0.092,0.0,12.4,0
7.7,8.2,4,60.0,4,0.244,0.0,22.2,0
8.7,5.8,4,44.0,4,0.277,0.041,21.4,0
8.6,6.9,4,60.0,4,0.241,0.039,18.7,0
8.1,7.0,2,68.0,4,0.145,0.0,14.5,0
4.3,10.3,5,5.0,3,0.024,0.15,54.1,1
7.9,3.9,3,25.0,4,0.004,0.0,18.1,0
5.2,11.3,10,14.0,2,-0.127,0.661,75.6,2
6.3,8.0,3,22.0,4,0.284,0.098,29.3,0
5.8,8.0,4,5.0,2,-0.194,0.362,50.7,1
7.3,6.1,3,63.0,3,0.329,0.08,22.7,0
7.2,8.2,5,66.0,4,0.133,0.082,27.8,0
7.5,4.8,4,32.0,4,0.336,0.058,20.2,0
8.4,4.6,4,50.0,5,0.862,0.17,9.1,0
6.3,9.9,9,0.0,1,-0.332,0.748,75.3,2
6.4,12.6,7,0.0,2,-0.112,0.659,65.5,1
5.0,8.7,6,0.0,2,-0.384,0.346,61.3,1
6.3,7.1,3,8.0,3,0.056,0.023,34.8,1
6.5,4.4,6,6.0,2,-0.252,0.512,49.1,1
8.6,4.2,4,24.0,5,0.708,0.0,13.5,0
3.4,10.9,10,17.0,4,-0.103,0.524,67.0,2
7.9,6.9,6,57.0,3,-0.197,0.394,31.6,0
5.2,11.2,8,33.0,2,-0.484,0.552,67.5,2
6.1,8.4,4,34.0,4,0.268,0.159,31.6,0
6.7,8.3,6,30.0,3,-0.234,0.108,41.5,1
3.3,13.6,5,0.0,1,-0.46,0.376,77.7,2
5.9,8.2,8,26.0,3,0.158,0.563,54.5,1
7.7,5.9,3,42.0,5,0.719,0.0,10.7,0
5.1,10.9,6,10.0,2,-0.134,0.437,60.4,1
5.9,12.2,7,0.0,2,-0.16,0.44,68.0,2
7.1,6.7,6,5.0,3,-0.094,0.381,42.4,1
10.1,6.2,2,44.0,5,0.568,0.0,7.7,0
4.3,8.0,6,0.0,3,-0.202,0.383,55.7,1
7.1,8.9,4,13.0,3,0.019,0.189,38.4,1
4.8,13.0,9,5.0,1,-0.581,0.798,82.8,2
8.9,5.8,2,38.0,4,0.217,0.0,17.1,0
9.2,6.7,4,30.0,5,0.596,0.0,13.4,0
4.2,8.4,10,3.0,1,-0.877,0.884,84.6,2
5.0,10.4,8,2.0,1,-0.258,0.719,73.9,2
6.6,8.0,5,24.0,3,-0.07,0.314,41.0,1
7.6,7.1,7,41.0,3,0.105,0.351,40.2,1
9.0,4.9,3,40.0,5,0.589,0.0,10.9,0
6.0,8.4,8,20.0,2,0.014,0.592,59.2,1
7.9,10.6,4,57.0,2,-0.313,0.152,36.9,1
7.4,4.0,2,33.0,5,0.517,0.0,7.5,0
5.4,7.7,8,0.0,2,-0.308,0.483,62.4,1
5.3,7.1,5,45.0,3,-0.236,0.203,40.0,1
5.3,10.2,7,9.0,1,-0.349,0.594,69.1,2
5.8,11.6,7,11.0,3,-0.017,0.503,58.4,1
7.1,6.1,3,53.0,3,0.044,0.0,22.7,0
4.3,11.2,7,11.0,2,-0.228,0.487,68.3,2
6.3,4.7,3,53.0,5,0.362,0.0,13.8,0
9.4,5.9,2,54.0,3,-0.235,0.0,19.3,0
8.1,6.9,3,46.0,5,0.445,0.0,10.6,0
9.0,6.6,4,55.0,4,-0.078,0.183,22.1,0
6.1,8.7,6,0.0,3,-0.159,0.366,53.8,1
8.4,3.9,4,46.0,3,0.29,0.221,21.8,0
5.7,12.8,7,13.0,2,0.037,0.495,67.9,2
7.9,5.9,6,30.0,2,-0.024,0.393,39.6,1
8.9,5.9,4,37.0,5,0.357,0.0,18.2,0
5.7,13.0,9,4.0,2,-0.354,0.687,77.2,2
5.6,10.0,7,24.0,3,-0.432,0.433,59.6,1
8.1,4.8,5,28.0,5,0.319,0.077,17.7,0
8.2,8.0,6,25.0,3,-0.267,0.201,36.9,1
8.8,8.3,3,59.0,4,0.247,0.0,17.8,0
3.6,14.7,8,0.0,1,-0.856,0.61,90.6,2
4.2,10.5,8,0.0,2,-0.772,0.64,77.4,2
4.4,10.1,8,19.0,2,-0.37,0.662,68.9,2
8.9,6.5,3,31.0,5,0.752,0.0,13.2,0
9.7,6.5,4,68.0,5,0.646,0.0,14.8,0
8.8,6.7,3,62.0,4,0.536,0.0,16.9,0
6.9,7.7,7,19.0,3,0.323,0.385,43.4,1
7.4,6.6,3,12.0,2,-0.286,0.108,34.6,1
7.9,4.6,2,56.0,4,0.09,0.0,14.9,0
6.7,13.5,9,5.0,2,-0.297,0.487,68.4,2
8.5,4.9,4,43.0,4,0.078,0.089,17.5,0
5.4,11.1,6,6.0,1,-0.426,0.481,70.3,2
10.3,7.5,3,48.0,4,0.671,0.0,16.9,0
5.9,15.0,8,36.0,1,-0.817,0.698,74.6,2
8.6,6.1,4,38.0,5,0.406,0.0,13.3,0
6.2,7.2,2,41.0,3,-0.242,0.0,27.6,0
8.3,4.0,3,34.0,5,0.453,0.0,9.6,0
6.7,12.5,9,6.0,2,-0.657,0.651,80.5,2
8.0,3.2,4,57.0,5,0.101,0.018,10.6,0
8.8,3.3,2,67.0,5,0.701,0.0,5.5,0
7.7,5.1,2,37.0,4,0.264,0.0,16.0,0
6.1,8.1,7,22.0,4,0.377,0.231,45.2,1
8.3,5.2,2,17.0,5,0.291,0.0,12.7,0
4.4,12.4,10,5.0,1,-0.791,0.806,89.8,2
4.4,11.8,5,0.0,2,-0.074,0.435,61.4,1
5.2,9.2,5,24.0,3,-0.065,0.331,45.4,1
7.4,5.1,1,56.0,4,0.538,0.0,10.7,0
6.7,8.4,4,19.0,3,-0.473,0.095,40.4,1
6.1,9.9,7,0.0,2,-0.344,0.371,57.9,1
6.9,9.3,4,29.0,3,-0.004,0.205,40.9,1
5.4,10.8,10,11.0,2,-0.268,0.733,71.0,2
8.8,4.9,2,63.0,4,0.354,0.0,8.7,0
6.1,10.0,6,40.0,3,-0.001,0.347,45.5,1
7.0,5.9,3,8.0,2,-0.184,0.138,34.1,1
6.4,5.6,2,32.0,5,0.536,0.0,18.0,0
9.3,5.3,3,41.0,4,0.239,0.0,13.4,0
6.5,10.5,10,19.0,2,-0.343,0.68,71.3,2
7.3,5.5,4,50.0,3,0.206,0.011,21.6,0
7.0,5.3,5,26.0,3,-0.099,0.349,36.5,1
7.8,5.7,3,53.0,4,0.253,0.028,15.2,0
4.1,12.6,6,15.0,2,-0.204,0.442,67.8,2
5.7,12.9,7,2.0,2,-0.417,0.603,68.4,2
7.7,2.7,2,31.0,5,0.518,0.0,8.6,0
9.1,5.0,2,35.0,4,0.03,0.0,14.8,0
7.0,9.9,5,10.0,4,0.271,0.122,38.9,1
8.4,5.7,3,47.0,5,0.501,0.0,10.1,0
5.6,10.9,9,20.0,3,-0.003,0.583,65.2,1
5.9,9.6,8,0.0,2,-0.707,0.637,71.4,2
8.1,11.5,4,11.0,4,0.001,0.03,32.5,0
9.1,7.6,1,40.0,4,-0.302,0.0,20.0,0
8.4,7.4,3,26.0,4,0.496,0.0,21.2,0
3.8,10.4,7,19.0,1,-0.508,0.618,77.8,2
7.0,5.0,5,6.0,5,0.632,0.077,25.7,0
7.2,8.3,5,12.0,3,0.069,0.085,38.9,1
6.7,9.7,5,29.0,4,0.448,0.0,33.7,0
4.7,10.5,10,5.0,3,0.398,0.605,67.5,2
6.7,6.4,6,28.0,2,-0.072,0.361,41.6,1
11.0,9.0,2,58.0,4,0.308,0.0,18.5,0
6.7,7.2,3,14.0,4,0.381,0.0,26.2,0
9.0,6.2,5,45.0,5,0.375,0.0,19.7,0
5.0,11.2,10,19.0,2,-0.432,0.767,77.6,2
3.9,10.3,9,8.0,1,-0.795,0.706,83.8,2
8.0,6.8,3,51.0,5,0.531,0.0,11.1,0
3.3,10.8,9,0.0,1,-1.0,0.674,88.8,2
7.6,6.0,7,50.0,2,-0.377,0.329,44.7,1
8.2,5.8,4,35.0,4,0.367,0.0,19.1,0
7.8,9.4,7,16.0,4,0.115,0.19,40.7,1
9.0,5.0,4,40.0,4,0.025,0.048,14.0,0
7.0,11.2,5,55.0,3,-0.324,0.236,40.7,1
7.2,8.6,5,24.0,3,-0.451,0.089,39.5,1
7.5,4.7,2,67.0,4,0.363,0.0,9.9,0
6.0,12.6,10,0.0,2,-0.41,0.608,77.4,2
5.3,11.3,8,21.0,1,-0.509,0.617,74.1,2
9.8,7.3,3,47.0,4,0.339,0.0,18.6,0
8.4,6.5,5,23.0,3,-0.289,0.149,34.3,1
5.2,12.0,9,0.0,1,-0.544,0.847,84.0,2
8.3,4.2,2,54.0,5,0.551,0.0,4.2,0
5.9,11.1,9,13.0,2,-0.565,0.692,73.1,2
8.2,3.7,1,58.0,5,0.502,0.0,2.8,0
7.9,8.2,4,53.0,4,0.478,0.081,24.6,0
6.5,9.5,7,16.0,3,0.385,0.268,50.1,1
8.3,1.9,2,38.0,5,0.557,0.0,11.8,0
6.9,6.1,8,45.0,3,0.042,0.513,41.9,1
6.2,12.7,8,9.0,3,0.351,0.489,62.4,1
6.2,10.9,5,21.0,3,-0.034,0.203,45.6,1
6.6,4.7,2,70.0,5,0.243,0.0,12.4,0
9.1,6.5,2,44.0,2,-0.041,0.16,27.2,0
7.9,7.4,6,30.0,2,-0.216,0.305,43.4,1
4.8,6.2,4,11.0,4,0.349,0.06,38.7,1
5.6,7.8,5,35.0,4,0.198,0.188,37.9,1
8.7,6.5,5,80.0,5,0.632,0.006,12.8,0
4.4,10.6,7,6.0,2,-0.277,0.42,65.5,1
5.6,9.2,7,36.0,4,0.683,0.31,43.8,1
5.0,9.8,10,33.0,2,-0.423,0.835,75.5,2
6.9,7.9,5,39.0,3,-0.767,0.38,44.7,1
9.0,7.6,3,30.0,3,-0.089,0.0,26.0,0
7.4,5.5,2,41.0,3,0.098,0.0,24.3,0
4.9,12.6,9,21.0,2,-0.421,0.559,75.0,2
5.5,11.5,7,43.0,2,-0.211,0.498,61.1,1
5.4,8.3,8,9.0,3,0.111,0.491,56.8,1
6.1,10.1,5,11.0,4,0.366,0.123,39.5,1
9.7,5.4,2,39.0,3,0.012,0.0,19.3,0
4.2,10.6,10,5.0,3,-0.109,0.772,72.5,2
9.6,4.3,2,35.0,5,0.66,0.0,7.9,0
6.1,11.5,9,15.0,2,-0.573,0.733,72.3,2
4.4,11.4,8,43.0,2,-0.266,0.5,65.9,1
7.0,8.0,3,68.0,5,0.604,0.0,15.0,0
8.2,6.0,3,58.0,4,0.246,0.0,14.1,0
3.0,9.0,8,19.0,2,-0.068,0.51,70.1,2
5.4,6.5,4,46.0,3,0.469,0.176,34.4,1
7.5,7.6,3,49.0,4,0.213,0.0,22.4,0
6.1,5.8,4,32.0,2,-0.193,0.23,38.6,1
8.4,6.0,5,66.0,3,0.067,0.153,24.9,0
9.9,6.6,2,33.0,4,0.685,0.0,12.5,0
8.5,4.4,3,42.0,4,0.194,0.056,16.5,0
6.6,8.9,3,0.0,2,-0.061,0.041,40.3,1
7.9,11.4,7,25.0,3,0.142,0.316,46.9,1
7.4,5.9,3,74.0,4,0.178,0.0,20.4,0
4.9,12.1,8,0.0,2,-0.534,0.673,76.0,2
9.2,4.9,4,55.0,5,0.839,0.0,6.7,0
8.3,5.3,2,50.0,3,0.068,0.0,16.4,0
4.7,9.7,8,6.0,1,-0.649,0.683,75.0,2
5.5,12.2,8,0.0,2,-0.266,0.626,72.7,2
4.5,10.9,7,1.0,2,-0.449,0.47,73.7,2
6.4,11.2,8,0.0,1,-0.598,0.732,70.1,2
8.1,7.6,8,18.0,3,-0.157,0.418,41.7,1
9.2,7.1,4,16.0,3,0.045,0.036,27.8,0
6.2,8.3,7,14.0,3,0.461,0.544,51.2,1
8.8,5.2,4,30.0,4,0.591,0.136,19.5,0
7.7,8.3,4,32.0,5,0.484,0.006,19.3,0
10.4,7.3,2,50.0,4,0.152,0.0,17.6,0
5.4,8.8,8,0.0,1,-0.631,0.615,73.0,2
4.0,10.2,7,3.0,2,-0.331,0.572,70.6,2
7.9,4.1,6,52.0,2,-0.174,0.302,32.9,0
6.2,5.3,5,12.0,3,0.224,0.121,40.9,1
5.1,10.4,7,30.0,1,-0.607,0.597,66.8,1
8.8,4.2,1,33.0,4,0.236,0.0,12.8,0
6.1,9.4,6,4.0,3,0.395,0.333,52.0,1
8.0,7.2,2,7.0,5,0.296,0.0,17.1,0
8.6,4.3,3,44.0,4,0.302,0.039,15.0,0
5.0,8.9,6,37.0,2,-0.214,0.412,52.1,1
7.1,5.5,2,42.0,4,0.453,0.0,18.4,0
8.6,6.8,2,53.0,4,0.237,0.0,13.9,0
3.0,10.4,7,29.0,2,-0.062,0.524,68.8,2
5.4,10.7,8,4.0,2,-0.224,0.631,67.1,2
6.9,5.0,6,22.0,4,0.543,0.088,29.7,0
6.9,11.1,8,0.0,2,-0.404,0.582,63.4,1
3.6,12.0,8,8.0,2,-0.176,0.648,79.1,2
5.3,8.1,6,5.0,2,-0.396,0.383,56.8,1
6.7,7.1,5,53.0,5,0.802,0.145,19.8,0
7.3,5.5,4,51.0,4,0.186,0.0,20.3,0
5.2,9.9,9,45.0,2,-0.566,0.598,66.4,1
3.8,12.0,8,2.0,2,-0.471,0.472,78.3,2
10.4,8.0,4,65.0,4,0.11,0.133,21.9,0
6.8,8.0,2,38.0,4,0.265,0.0,21.9,0
7.7,10.0,5,16.0,3,0.136,0.344,38.9,1
5.3,8.1,9,0.0,3,-0.3,0.596,67.0,2
7.8,8.9,6,22.0,2,-0.534,0.408,51.1,1
7.0,8.6,9,32.0,3,0.407,0.553,48.7,1
5.9,11.6,8,1.0,1,-0.717,0.715,75.1,2
4.5,10.4,10,12.0,1,-0.577,0.856,82.3,2
8.5,4.7,1,46.0,5,0.764,0.0,6.8,0
6.3,11.6,9,25.0,1,-0.946,0.806,77.9,2
3.0,10.0,9,9.0,2,-0.412,0.698,80.2,2
4.2,11.7,8,0.0,2,-0.334,0.467,72.4,2
9.0,6.2,3,18.0,5,0.746,0.0,14.8,0
7.2,7.3,5,12.0,3,-0.344,0.197,44.0,1
6.1,5.8,3,18.0,4,0.379,0.0,25.3,0
9.2,8.0,2,25.0,4,0.21,0.0,22.1,0
10.0,7.4,4,41.0,3,0.061,0.185,27.1,0
7.9,6.6,2,38.0,4,0.317,0.0,11.2,0
3.8,9.7,7,0.0,2,-0.39,0.484,67.1,2
6.4,6.3,3,28.0,4,0.334,0.004,26.7,0
7.5,7.6,5,6.0,3,-0.158,0.253,45.0,1
8.3,7.0,7,33.0,3,-0.075,0.308,32.4,0
5.3,10.5,6,24.0,3,0.189,0.357,50.5,1
7.9,7.6,4,49.0,4,0.418,0.079,22.1,0
10.9,7.6,2,52.0,4,0.283,0.0,14.7,0
